id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction,ref_player_id
158930,86,MissedShots,0.759000015258789,0.775,0.017661599442362785,José Izquierdo,a,6231,OpenPlay,2017,RightFoot,7143,Watford,Brighton,0,0,2017-08-26 15:00:00,Markus Suttner,Pass,6231
159998,28,MissedShots,0.7219999694824218,0.629000015258789,0.01648700051009655,José Izquierdo,a,6231,OpenPlay,2017,RightFoot,7186,Arsenal,Brighton,2,0,2017-10-01 12:00:00,Davy Pröpper,Pass,6231
160001,34,BlockedShot,0.8159999847412109,0.639000015258789,0.04664669930934906,José Izquierdo,a,6231,OpenPlay,2017,RightFoot,7186,Arsenal,Brighton,2,0,2017-10-01 12:00:00,,TakeOn,6231
160405,74,SavedShot,0.745999984741211,0.6370000076293946,0.016857700422406197,José Izquierdo,h,6231,OpenPlay,2017,RightFoot,7189,Brighton,Everton,1,1,2017-10-15 13:30:00,,BallRecovery,6231
160408,77,MissedShots,0.7780000305175782,0.7130000305175781,0.013228200376033783,José Izquierdo,h,6231,OpenPlay,2017,RightFoot,7189,Brighton,Everton,1,1,2017-10-15 13:30:00,Pascal Groß,TakeOn,6231
160410,81,BlockedShot,0.92,0.4809999847412109,0.14426399767398834,José Izquierdo,h,6231,OpenPlay,2017,LeftFoot,7189,Brighton,Everton,1,1,2017-10-15 13:30:00,Bruno,Pass,6231
159663,4,MissedShots,0.845999984741211,0.4540000152587891,0.049686700105667114,José Izquierdo,a,6231,FromCorner,2017,RightFoot,7208,West Ham,Brighton,0,3,2017-10-20 20:00:00,Pascal Groß,Pass,6231
159675,46,Goal,0.7969999694824219,0.6509999847412109,0.04272789880633354,José Izquierdo,a,6231,OpenPlay,2017,RightFoot,7208,West Ham,Brighton,0,3,2017-10-20 20:00:00,Davy Pröpper,TakeOn,6231
159849,70,BlockedShot,0.9,0.6859999847412109,0.052622199058532715,José Izquierdo,h,6231,OpenPlay,2017,RightFoot,7211,Brighton,Southampton,1,1,2017-10-29 13:30:00,Davy Pröpper,Chipped,6231
161646,17,MissedShots,0.9,0.6430000305175781,0.12127599865198135,José Izquierdo,h,6231,OpenPlay,2017,RightFoot,7238,Brighton,Stoke,2,2,2017-11-20 20:00:00,Davy Pröpper,Throughball,6231
161649,24,MissedShots,0.7390000152587891,0.555,0.017260000109672546,José Izquierdo,h,6231,OpenPlay,2017,RightFoot,7238,Brighton,Stoke,2,2,2017-11-20 20:00:00,Lewis Dunk,TakeOn,6231
161655,59,Goal,0.965999984741211,0.5979999923706054,0.08067090064287186,José Izquierdo,h,6231,OpenPlay,2017,RightFoot,7238,Brighton,Stoke,2,2,2017-11-20 20:00:00,,None,6231
160837,9,BlockedShot,0.7609999847412109,0.725999984741211,0.01245690044015646,José Izquierdo,h,6231,OpenPlay,2017,RightFoot,7250,Brighton,Crystal Palace,0,0,2017-11-28 19:45:00,Dale Stephens,Chipped,6231
160841,26,SavedShot,0.8930000305175781,0.7319999694824219,0.04180449992418289,José Izquierdo,h,6231,OpenPlay,2017,RightFoot,7250,Brighton,Crystal Palace,0,0,2017-11-28 19:45:00,Markus Suttner,Pass,6231
161554,83,BlockedShot,0.8969999694824219,0.5129999923706055,0.07840920239686966,José Izquierdo,h,6231,OpenPlay,2017,RightFoot,7268,Brighton,Liverpool,1,5,2017-12-02 15:00:00,,None,6231
179217,78,SavedShot,0.725999984741211,0.6630000305175782,0.009482800029218197,José Izquierdo,a,6231,OpenPlay,2017,RightFoot,7274,Huddersfield,Brighton,2,0,2017-12-09 15:00:00,Markus Suttner,Pass,6231
183085,4,MissedShots,0.9030000305175782,0.49700000762939456,0.11203999817371368,José Izquierdo,a,6231,OpenPlay,2017,RightFoot,7288,Tottenham,Brighton,2,0,2017-12-13 20:00:00,Ezequiel Schelotto,HeadPass,6231
185546,91,MissedShots,0.7630000305175781,0.655,0.019451700150966644,José Izquierdo,a,6231,OpenPlay,2017,RightFoot,7310,Chelsea,Brighton,2,0,2017-12-26 15:00:00,Lewis Dunk,Pass,6231
186233,4,MissedShots,0.9540000152587891,0.655,0.08484920114278793,José Izquierdo,h,6231,OpenPlay,2017,LeftFoot,7331,Brighton,Bournemouth,2,2,2018-01-01 12:30:00,Pascal Groß,Pass,6231
186235,8,MissedShots,0.7369999694824219,0.7140000152587891,0.020910099148750305,José Izquierdo,h,6231,OpenPlay,2017,RightFoot,7331,Brighton,Bournemouth,2,2,2018-01-01 12:30:00,Dale Stephens,Pass,6231
